Source #,Date,Time,"Time
Source","Obs
Window
(min)",Latitude,Longitude,"Location
Source",Info Source,Fire Behavior Observations,"Type
of
Fire","Residual
Fire?",SSI
TD-132,11/9/2025,8:35:00 AM,TD,45,39.773699,-121.609622,Photo,TD,3 storage units fully involved,C,,
TD-132,11/9/2025,9:20:00 AM,Photo,0,39.773532,-121.610107,Photo,Photo,"storage units, smoking, but no fire showing",C,x,
TD-104,11/8/2025,8:30:00 AM,TD,0,39.734419,-121.628216,TD,TD,"fire in canyon burning westward into backyards at end
of Eldridge Dr",V,,
TD-104,11/8/2025,9:00:00 AM,TD,0,39.732695,-121.631406,TD,TD,backyard igniting; embers and ash falling,V,,
TD-106,11/8/2025,10:30:00 AM,Inferred,0,39.728016,-121.655837,TD,TD,"fire front not here yet, just spots",S,,
TD-106,11/8/2025,10:30:00 AM,Inferred,420,39.727639,-121.657419,TD,TD,spot fires,S,,
PPD-02,11/8/2025,10:57:00 AM,PPD-02,0,39.727458,-121.655529,Radio,Radio,flames coming up Red Sky Ln,O,,
TD-068,11/8/2025,11:00:00 AM,Inferred,60,39.732229,-121.663044,TD,TD,"glow coming from drainage between Neal Rd and
Skyway; cannot tell if structures burning",O,,
TD-078,11/8/2025,11:00:00 AM,Inferred,30,39.727544,-121.655506,TD,TD,small spot fires on Neal Rd,S,,
TD-053,11/8/2025,11:00:00 AM,Inferred,30,39.727514,-121.655504,TD,TD,fire coming over Neal Rd,O,,
TD-053,11/8/2025,11:00:00 AM,Inferred,30,39.72822,-121.656609,TD,TD,fire on NW side of Neal Rd,O,,
PPD-08,11/8/2025,11:28:00 AM,PPD-08,0,39.727459,-121.655531,Radio,Radio,"flames are getting much closer to Neal Rd now up from
big sky",V,,
PPD-08,11/8/2025,11:29:00 AM,PPD-08,0,39.727459,-121.655531,Radio,Radio,flames are getting really close to Neal Rd,V,,
TD-066,11/8/2025,11:30:00 AM,TD,0,39.729972,-121.652711,TD,TD,fire activity both sides of Neal Rd north of Wayland Rd,O,,
TD-073,11/8/2025,11:30:00 AM,Inferred,60,39.727998,-121.655696,TD,TD,"fire west side of Neal Rd; in area of Red Sky Ln and
Bayleaf Ln",O,,
TD-205,11/8/2025,11:42:00 AM,Photo,0,39.726142,-121.666917,Photo,Photo,can see fire on ridge,V,,
TD-205,11/8/2025,11:42:00 AM,Photo,0,39.729143,-121.661931,Photo,Photo,extensive line of fire burning on ridge,V,,
TD-205,11/8/2025,11:42:00 AM,Photo,0,39.729143,-121.661931,Photo,Photo,extensive line of fire burning on ridge,V,,
PPD-08,11/8/2025,11:48:00 AM,PPD-08,0,39.737026,-121.648791,Radio,Radio,"Neal Rd at Roe Rd, fire about 14 m to 18 m (15 yd to
20 yd) from the road",O,,
TD-091,11/8/2025,11:53:00 AM,AVL,30,39.728161,-121.656972,AVL,TD,fire is bumping behind these structures; fire in drainage,V,,
TD-066,11/8/2025,12:00:00 PM,TD,10,39.737919,-121.647952,TD,TD,fire all around,O,,
TD-106,11/8/2025,12:00:00 PM,"TD-205,
PPD video",0,39.727586,-121.655546,TD,TD,fire front came all around,O,,
TD-073,11/8/2025,12:04:00 PM,PPD video,0,39.727499,-121.655527,TD,TD,fire at Wayland and Neal Rd,V,,
TD-128,11/8/2025,12:07:00 PM,AVL,0,39.73285,-121.651417,AVL,TD,fire is backing up hill toward subdivision (from SW),V,,
TD-014,11/8/2025,12:08:00 PM,Radio Log,0,39.736998,-121.648789,Radio Log,Radio Log,"multiple vehicles being overrun by fire on Neal Rd and
Roe Rd area",O,,
TD-205,11/8/2025,12:09:00 PM,AVL,18,39.732763,-121.653864,AVL,TD,"fire to south of street - getting into back yards; intense
fire activity",V,,
TD-205,11/8/2025,12:09:00 PM,Photo,4,39.732763,-121.653864,Photo,Photo,fire in backyard,V,,
TD-207,11/8/2025,12:09:00 PM,AVL,13,39.732783,-121.654217,AVL,TD,fire behind structures,V,,
TD-205,11/8/2025,12:09:00 PM,Photo,0,39.732369,-121.654058,Photo,Photo,"fire burning behind structures, 12 m (40 ft) flames",V,,
TD-205,11/8/2025,12:13:00 PM,Photo,0,39.732492,-121.654469,Photo,Photo,"vegetation fire, trees torching; possible structure
burning",O,,
PPD-08,11/8/2025,12:13:00 PM,PPD-08,0,39.730861,-121.652047,Radio,Radio,"lower Neal Rd north of Wayland Rd, fires crossing the
road",O,,
PPD-08,11/8/2025,12:17:00 PM,PPD-08,0,39.736913,-121.648907,Radio,Radio,[3000 blk] flames almost to road,O,,
TD-050,11/8/2025,12:20:00 PM,Inferred,0,39.738122,-121.647717,TD,TD,"burning both sides of road; truck and utility trailer on
fire",O,,
TD-091,11/8/2025,12:23:00 PM,AVL,96,39.729684,-121.65436,AVL,TD,fire jumping dozer lines,V,,
TD-205,11/8/2025,12:23:00 PM,Photo,0,39.731907,-121.655013,Photo,Photo,"fire approaching homes, threatening structures",O,,
TD-092,11/8/2025,12:25:00 PM,AVL,8,39.728496,-121.657367,AVL,TD,fire burning east towards Neal Rd,O,,
TD-200,11/8/2025,12:28:00 PM,AVL,0,39.741621,-121.643231,AVL,TD,fire everywhere on Neal Rd,O,,
PPD-08,11/8/2025,12:29:00 PM,PPD-08,0,39.729943,-121.652728,Radio,Radio,"fire was right up against the road just inside the town
limits",O,,
PPD-08,11/8/2025,12:31:00 PM,PPD-08,0,39.738838,-121.646886,Radio,Radio,fire is now crossing Neal Rd eastbound south of Jay Ln,O,,
TD-092,11/8/2025,12:36:00 PM,AVL,42,39.729796,-121.658576,AVL,TD,"fire was bumping up to barn, tree on fire",V,,
VTD-05,11/8/2025,1:00:00 PM,Inferred,60,39.723699,-121.660086,video,video,fire burning up out of canyon spreading south,V,,
VTD-05,11/8/2025,1:00:00 PM,Inferred,60,39.723281,-121.660694,video,video,fire burning in canyon,V,,
VTD-05,11/8/2025,1:00:00 PM,Inferred,60,39.723386,-121.661749,video,video,past peak veg fire in canyon,V,,
VTD-05,11/8/2025,1:00:00 PM,Inferred,60,39.722642,-121.662549,video,video,fire in canyon,V,,
TD-091,11/8/2025,1:27:00 PM,AVL,32,39.729774,-121.653727,TD,TD,burning vehicle threatening structure,O,,
TD-104,11/8/2025,1:43:00 PM,Photo,0,39.732815,-121.632743,Photo,Photo,"significant fire at end of Eldridge Dr; vegetation,
possibly structures burning",O,,
TD-104,11/8/2025,1:44:00 PM,Photo,0,39.732592,-121.632862,Photo,Photo,structure fully involved,R,,
TD-104,11/8/2025,1:44:00 PM,Photo,0,39.732596,-121.63319,Photo,"TD, Photo","huge propane tank, deck engulfed, too far gone;
propane fell through deck and relief valve blew and
deck exploded; structures on fire",R,,
TD-104,11/8/2025,1:44:00 PM,Photo,0,39.732596,-121.632857,Photo,"TD, Photo",structure fully involved,R,,
TD-104,11/8/2025,1:44:00 PM,Photo,0,39.732592,-121.632862,Photo,Photo,structure fully involved,R,,
TD-104,11/8/2025,1:44:00 PM,Photo,0,39.732577,-121.633146,Photo,Photo,structure burning,R,,
TD-104,11/8/2025,1:45:00 PM,Photo,0,39.732815,-121.632743,Photo,Photo,fire down end of Eldridge Dr,V,,
TD-092,11/8/2025,1:52:00 PM,AVL,9,39.7305,-121.6516,AVL,TD,burning vehicle threatening structure,O,,
TD-104,11/8/2025,2:00:00 PM,Inferred,120,39.732707,-121.636506,TD,TD,fire approaching from west,V,,
TD-104,11/8/2025,2:00:00 PM,Inferred,120,39.732579,-121.636446,TD,TD,"180 mm × 25 mm × 6 mm (7 in × 1 in × 0.25 in) flaming
bark ember",O,,
TD-104,11/8/2025,2:00:00 PM,Inferred,120,39.732524,-121.640887,TD,TD,fire in canyon,V,,
TD-104,11/8/2025,2:00:00 PM,Inferred,120,39.732902,-121.640698,TD,TD,"hearing rumble of a freight train, rumbling of jet engine;
severe fire activity from canyon",V,,
TD-002,11/8/2025,2:00:00 PM,TD,120,39.745004,-121.633488,TD,TD,"embers and fire front arrived; structure ignited at roof-wall intersection; embers size of golf balls; retaining
wall burned; shake roof on shed ignited first",R,,
TD-091,11/8/2025,2:02:00 PM,Photo,13,39.731788,-121.651833,Photo,TD,burning car was igniting siding of house,R,,
TD-091,11/8/2025,2:02:00 PM,AVL,13,39.731536,-121.652034,AVL,TD,decorative bark burning; igniting garage,R,,
TD-092,11/8/2025,2:04:00 PM,AVL,10,39.731388,-121.650904,AVL,TD,bamboo area burning right up against house,V,,
TD-091,11/8/2025,2:07:00 PM,Photo,0,39.73166,-121.651819,Photo,Photo,"vehicle fully involved, igniting exterior of structure",O,,
TD-091,11/8/2025,2:07:00 PM,Photo,0,39.732541,-121.651772,Photo,Photo,"multiple structures past peak, fully involved on Grinding
Rock Rd",R,,
VTD-20,11/8/2025,2:09:00 PM,TD,0,39.724416,-121.672744,video,video,spotty fire activity up on ridge,V,,
TD-092,11/8/2025,2:16:00 PM,AVL,196,39.733034,-121.650847,TD,TD,eaves of structure on fire,R,,
TD-092,11/8/2025,2:28:00 PM,AVL,0,39.73,-121.648983,AVL,TD,"fire burning towards the north; burning is spotty, not
pushing hard",V,,
TD-076,11/8/2025,2:43:00 PM,Photo,0,39.745718,-121.638429,Photo,Photo,structure fully involved,C,,
VTD-20,11/8/2025,2:57:00 PM,TD,0,39.745712,-121.638434,video,video,structure fully involved,C,,
TD-036,11/8/2025,2:59:00 PM,video,0,39.745721,-121.638431,video,video,structure fully involved,R,,
TD-066,11/8/2025,3:05:00 PM,PPD video,3,39.746205,-121.638181,PPD video,TD,very hot at Neal Rd and Skyway,C,,
PPD-15,11/8/2025,3:05:00 PM,PPD-15,0,39.745711,-121.638441,video,video,structure fully involved,C,,
TD-104,11/8/2025,3:31:00 PM,Photo,0,39.733131,-121.636453,Photo,"TD, Photo","fire in overgrown tall grass, fire burning up to fence line",V,,
TD-104,11/8/2025,3:31:00 PM,Photo,0,39.733127,-121.636448,Photo,Photo,significant vegetation fire very close to structure,V,,
TD-104,11/8/2025,3:42:00 PM,Photo,0,39.733127,-121.636448,Photo,Photo,structure fully involved,R,,
TD-104,11/8/2025,3:43:00 PM,Photo,0,39.733131,-121.636453,Photo,"TD, Photo","house fully involved; trailer ignites, propane exploded;
fence on fire",R,,
TD-104,11/8/2025,3:43:00 PM,Photo,0,39.731749,-121.636035,Photo,"TD, Photo",fire burning on parcel,V,,
TD-104,11/8/2025,3:43:00 PM,Photo,0,39.731801,-121.635998,Photo,Photo,flames and smoke,O,,
TD-104,11/8/2025,4:09:00 PM,Photo,0,39.73295,-121.636268,Photo,"TD, Photo",RV and structure fully involved,R,,
TD-104,11/8/2025,4:09:00 PM,Photo,0,39.733027,-121.636384,Photo,Photo,RV and structure are fully involved,R,,
TD-104,11/8/2025,4:13:00 PM,Photo,0,39.73272,-121.636905,Photo,"TD, Photo","yard igniting/burning; fire coming up the grass hill;
surface fire, flames 0.3 m to 0.6 m (1 ft to 2 ft)",V,,
TD-104,11/8/2025,4:13:00 PM,Photo,0,39.732694,-121.636942,Photo,Photo,"surface fire burning in the backyard, flames 0.9 m (3 ft)",V,,
TD-104,11/8/2025,4:19:00 PM,Photo,0,39.732336,-121.637359,Photo,"TD, Photo","fire burning west to east into backyards of Foster; larger
flame heights",V,,
TD-104,11/8/2025,4:19:00 PM,Photo,0,39.731942,-121.638297,Photo,"TD, Photo",structure is burning; larger flame heights,R,,
TD-104,11/8/2025,4:19:00 PM,Photo,0,39.731988,-121.638285,Photo,Photo,structure fully involved,R,,
TD-104,11/8/2025,4:19:00 PM,Photo,0,39.732567,-121.636942,Photo,Photo,surface fire in backyard,V,,
TD-091,11/8/2025,4:33:00 PM,AVL,20,39.733577,-121.650989,AVL,TD,decorative landscaping on fire,O,,
TD-091,11/8/2025,4:47:00 PM,video,0,39.733246,-121.651026,video,TD,structure fully involved,R,,
TD-091,11/8/2025,4:47:00 PM,Photo,0,39.733241,-121.65107,Photo,Photo,structure fully involved,R,,
TD-091,11/8/2025,4:47:00 PM,Photo,0,39.733571,-121.651349,Photo,Photo,structure fully involved,R,,
TD-091,11/8/2025,4:55:00 PM,AVL,6,39.733933,-121.651551,AVL,TD,fire threatening structure,V,,
TD-091,11/8/2025,5:09:00 PM,AVL,5,39.734971,-121.650106,AVL,TD,landscape bark burned into subfloor vents,R,,
TD-091,11/8/2025,5:18:00 PM,AVL,0,39.735367,-121.650817,AVL,TD,landscaping on fire; igniting structures,R,,
TD-091,11/8/2025,5:21:00 PM,video,4,39.735417,-121.650183,AVL,TD,garage fully involved; ground fuels igniting,R,,
TD-091,11/8/2025,5:23:00 PM,Photo,0,39.735602,-121.650187,Photo,Photo,"detached garage fully involved, significant exposure to
main structure",O,,x
TD-091,11/8/2025,5:23:00 PM,Photo,0,39.735428,-121.650086,Photo,Photo,numerous small vegetation spot fires on parcel,S,,
TD-091,11/8/2025,5:25:00 PM,Photo,0,39.735602,-121.650187,Photo,Photo,"detached garage fully involved, significant exposure to
main structure; eaves smoking",O,,
TD-106,11/8/2025,5:30:00 PM,Inferred,15,39.727616,-121.65499,TD,TD,"surrounded by fire, both sides of Neal Rd; miserable
trying to make it out of area",R,,
TD-091,11/8/2025,5:39:00 PM,AVL,35,39.727008,-121.654899,AVL,TD,heavy fire activity,O,,
TD-091,11/8/2025,5:39:00 PM,AVL,35,39.727703,-121.655095,AVL,TD,fire pushing in from the north east,O,,
TD-104,11/8/2025,6:09:00 PM,Photo,0,39.73162,-121.636002,Photo,"TD, Photo","fire burning primarily on east side Foster Rd one small
spot on west side",O,,
TD-104,11/8/2025,6:09:00 PM,Photo,0,39.731741,-121.635985,Photo,Photo,possible structure burning,O,,
TD-104,11/8/2025,7:00:00 PM,,60,39.732574,-121.635377,Photo,Inferred,two structures burning,R,,
TD-104,11/8/2025,7:25:00 PM,Photo,0,39.732616,-121.634653,Photo,"TD, Photo",structure fully involved,R,,
TD-104,11/8/2025,7:25:00 PM,Photo,0,39.732559,-121.634654,Photo,Photo,structure fully involved,R,,
TD-104,11/8/2025,8:20:00 PM,Photo,0,39.732556,-121.635578,Photo,Photo,Structure on Eldridge Dr burning,R,,
TD-104,11/8/2025,9:29:00 PM,Photo,0,39.732184,-121.636817,Photo,"TD, Photo",structure igniting,R,,
TD-104,11/8/2025,11:17:00 PM,Photo,0,39.732284,-121.636929,Photo,"TD, Photo","garage is well involved; wood roof structure, concrete
building; fence and boat are threatened/igniting",O,,
TD-104,11/8/2025,11:17:00 PM,Photo,0,39.732188,-121.636807,Photo,"TD, Photo",garage fully involved,O,,
TD-104,11/8/2025,11:17:00 PM,Photo,0,39.732316,-121.636503,Photo,"TD, Photo",structure is smoking and about to ignite,R,,
TD-104,11/8/2025,11:17:00 PM,Photo,0,39.732228,-121.636919,Photo,Photo,structure fully involved,R,,
TD-104,11/9/2025,12:04:00 AM,Photo,0,39.732221,-121.636437,Photo,"TD, Photo","fence and vegetation (oleander) burning up against
structure",V,,
TD-104,11/9/2025,12:04:00 AM,Photo,0,39.732221,-121.636437,Photo,Photo,"fence and vegetation (oleander) burning up against
structure",V,,
TD-104,11/9/2025,12:30:00 AM,Photo,0,39.732313,-121.636505,Photo,"TD, Photo",structure burning,R,,
TD-104,11/9/2025,12:30:00 AM,Photo,0,39.732322,-121.636507,Photo,Photo,structure igniting; flames through the roof,R,,
TD-104,11/9/2025,12:42:00 AM,Photo,0,39.732313,-121.636505,Photo,"TD, Photo","structure well involved; burning up in roof; burned from
south to north",R,,
TD-104,11/9/2025,12:42:00 AM,Photo,0,39.732322,-121.636507,Photo,Photo,structure well involved; flames through the roof,R,,
TD-104,11/9/2025,12:43:00 AM,Photo,0,39.732322,-121.636507,Photo,Photo,structure well involved; flames through the roof,R,,
TD-104,11/9/2025,12:45:00 AM,Photo,0,39.732322,-121.636507,Photo,Photo,"structure well involved; flames through the roof;
generating firebrands",R,,
TD-104,11/9/2025,12:48:00 AM,Photo,0,39.732313,-121.636505,Photo,"TD, Photo","house collapsed, wall fell and ignited fence on north
side",R,,
TD-104,11/9/2025,12:48:00 AM,Photo,0,39.732322,-121.636507,Photo,Photo,structure fully involved,R,,
911-223-1,11/8/2025,9:11:00 AM,911-223-1,0,39.735791,-121.687568,Inferred,911-223-1,fire about a mile beyond covered bridge,S,,
TD-014,11/8/2025,10:55:00 AM,Radio Log,0,39.724188,-121.692273,"Radio Log,
Imagery",Radio Log,vehicle fire with threat to vegetation,O,,
TD-026,11/8/2025,12:45:00 PM,Inferred,15,39.724188,-121.692273,TD,TD,"pickup truck, SB in NB lanes has already burned; had
previously caught fire and was abandoned",O,x,
Radio Log,11/8/2025,1:02:00 PM,Radio Log,0,39.729033,-121.704007,Radio Log,Radio Log,"spot fires on both sides of Honey Run, Centerville and
Honey Run",S,,
TD-117,11/8/2025,2:00:00 PM,TD,0,39.742833,-121.673188,TD,TD,"fire in backyard of two homes, moderate rate of spread,
flames 1.8 m to 3 m (6 ft to 10 ft) flames",V,,
TD-117,11/8/2025,2:00:00 PM,Inferred,120,39.744503,-121.680751,TD,TD,"fire on ridge in Honey Run canyon; est. 30 m to 60 m
(100 ft to 200 ft) flames",V,,
TD-117,11/8/2025,2:00:00 PM,Inferred,120,39.739515,-121.678863,TD,TD,ember showers,O,,
TD-117,11/8/2025,2:00:00 PM,Inferred,120,39.741952,-121.678063,TD,TD,fire threatening structure,O,,
TD-007,11/8/2025,3:40:00 PM,TD-012,80,39.777748,-121.690993,TD,TD,spot fires in the Doe Creek area,S,,
TD-117,11/8/2025,4:00:00 PM,Inferred,300,39.736583,-121.684689,TD,TD,"fire spotting on homes down canyon; fire fronts are
joining",O,,
TD-117,11/8/2025,4:00:00 PM,Inferred,300,39.748322,-121.686532,TD,TD,fire moving quickly on Centerville Rd,O,,
TD-117,11/8/2025,4:00:00 PM,Inferred,300,39.732949,-121.693106,TD,TD,"fire coming down, merging from ridgelines pinching
Honey Run Rd; homes burning both sides of road",R,,
TD-117,11/8/2025,4:00:00 PM,Inferred,300,39.717714,-121.71993,TD,TD,chicken coop on fire; propane explosion,O,,
TD-117,11/8/2025,4:00:00 PM,Inferred,300,39.717714,-121.71993,TD,TD,"quick moving fire fronts, merging again from the
ridgelines",O,,
TD-117,11/8/2025,4:00:00 PM,Inferred,300,39.717714,-121.71993,TD,TD,fire both sides of the road,O,,
TD-114,11/8/2025,4:00:00 PM,Inferred,0,39.714896,-121.709757,TD,TD,fire near Tuscan Ridge,V,,
TD-076,11/8/2025,4:34:00 PM,Photo,0,39.762416,-121.679481,Photo,Photo,"4 ha to 8 ha (10 ac to 20 ac) spot fire in Butte Creek
Canyon",S,,
TD-012,11/8/2025,6:12:00 PM,Radio Log,0,39.774467,-121.685367,AVL,TD,"fire licking up canyon wall, 30 m to 60 m (100 ft to
200 ft) flames; fire sheeting through brush 15 m to 18 m
(50 ft to 60 ft) flames laying down into thick brush",V,,
TD-201,11/8/2025,8:17:00 PM,AVL,0,39.693348,-121.758855,TD,TD,"fire is approaching Hwy 99 near Skyway [line between
Spanish Garden Dr and Estates Dr]",V,,
TD-009,11/8/2025,9:00:00 PM,Radio Log,0,39.778893,-121.6825,Radio Log,Radio Log,"fire has moved to top of Doe Mill Ridge; hard push
through Buzztail/Wilder Rd",O,,
TD-201,11/8/2025,9:04:00 PM,AVL,146,39.693348,-121.758855,AVL,TD,edge of fire line,V,,
TD-117,11/8/2025,9:07:00 PM,Radio Log,0,39.717714,-121.71993,Radio Log,Radio Log,"Honey run to Centerville has all been impacted many
structures lost",R,,
TD-009,11/8/2025,9:08:00 PM,Radio Log,0,39.714953,-121.724329,Radio Log,Radio Log,"fire overcomes any containment or defense in Honey
Run Canyon",O,,
TD-091,11/8/2025,9:28:00 PM,AVL,226,39.693891,-121.757183,AVL,TD,perimeter of fire,V,,
TD-201,11/8/2025,9:40:00 PM,Radio Log,0,39.687153,-121.762226,Radio Log,TD,edge of fire line,V,,
TD-117,11/8/2025,10:00:00 PM,Inferred,300,39.722532,-121.753911,TD,TD,fire front coming down the hill toward the west,O,,
TD-009,11/8/2025,10:02:00 PM,Radio Log,0,39.747231,-121.752331,Radio Log,Radio Log,"fire has moved up out of Stilson Canyon, coming up
over Old Humboldt Rd approaching Hwy 32 at the lower
end by the powerlines",V,,
TD-012,11/8/2025,10:02:00 PM,Radio Log,0,39.746706,-121.754674,Radio Log,TD,"fire moved up out of Stilson Canyon, spotting over
Humboldt Rd",V,,
TD-009,11/8/2025,10:06:00 PM,Radio Log,0,39.74079,-121.766486,Inferred,Radio Log,"fire is pushing down to lower Humboldt Rd near Hwy 32
in Yosemite Dr area",V,,
TD-012,11/8/2025,10:34:00 PM,AVL,90,39.747309,-121.752984,AVL,TD,fire slops over Humboldt Rd into tall grass,V,,
TD-009,11/8/2025,11:22:00 PM,AVL,192,39.749204,-121.746987,AVL,TD,lower fire activity,V,,
TD-201,11/8/2025,11:32:00 PM,AVL,10,39.703904,-121.756177,Inferred,TD,subdivision is catching fire,R,,
TD-201,11/9/2025,12:00:00 AM,AVL,13,39.706787,-121.739586,AVL,TD,subdivision is catching fire,R,,
TD-111,11/8/2025,8:41:00 AM,Inferred,4,39.749885,-121.65321,TD,TD,"fire had clearly spotted over Paradise, can see smoke in
canyon",S,,
911-182-1,11/8/2025,8:48:00 AM,911-182-1,0,39.749224,-121.653849,911-182-1,911-182-1,"spot fire started near creek, white smoke coming from
the canyon right now",S,,
TD-006,11/8/2025,8:51:00 AM,AVL,0,39.751079,-121.655498,AVL H901,TD,spot fire in Butte Creek Canyon,S,,
911-200-1,11/8/2025,8:57:00 AM,911-200-1,0,39.75109,-121.652243,Inferred,911-200-1,spot fire kind of by Valley View Dr,S,,
911-202-1,11/8/2025,8:59:00 AM,911-202-1,0,39.750171,-121.651946,Inferred,911-202-1,"spot fire visible, just started, rapid spread",S,,
TD-038,11/8/2025,9:00:00 AM,TD,0,39.746843,-121.653427,TD,TD,fire in backyard on Russell Dr,S,,
911-204-1,11/8/2025,9:00:00 AM,911-204-1,0,39.750408,-121.652292,Inferred,911-204-1,spot fire just started,S,,
911-218-1,11/8/2025,9:08:00 AM,911-218-1,0,39.748911,-121.65347,Inferred,911-218-1,can see fire in the canyon,S,,
911-221-1,11/8/2025,9:11:00 AM,911-221-1,0,39.750934,-121.653271,Inferred,911-221-1,fire in the canyon off of Point West Dr,S,,
911-225-1,11/8/2025,9:12:00 AM,911-225-1,0,39.748218,-121.654093,911-225-1,911-225-1,"fire in canyon, not too big yet",S,,
TD-055,11/8/2025,9:14:00 AM,Radio Log,0,39.749567,-121.652485,TD,TD,"well seated fire seen down in Butte Creek Canyon,
moving good, multiple ac",S,,
TD-007,11/8/2025,10:10:00 AM,Radio Log,0,39.748925,-121.652728,TD,TD,established spot fire in Butte Creek Canyon,V,,
Radio Log,11/8/2025,10:10:00 AM,Radio Log,0,39.748447,-121.651678,Radio Log,Radio Log,"fire is well established in Honey Run Canyon just below
Canyon View Dr, multiple spots running back up
towards Canyon View Dr",V,,
TD-012,11/8/2025,1:28:00 PM,Photo,0,39.753186,-121.657372,Photo,Photo,fire burning on ridge at end of Point West Dr,V,,
TD-012,11/8/2025,1:30:00 PM,Photo,0,39.753186,-121.657372,Photo,Photo,"flames on west side of paradise, view from Doe Mill Rd;
fire burning on ridge at end of Point West Dr (Valley
Ridge Dr)",V,,
TD-044,11/8/2025,2:30:00 PM,TD,30,39.758911,-121.657097,TD,TD,saw flames in canyon to west,V,,
TD-123,11/8/2025,3:54:00 PM,AVL,15,39.76205,-121.622783,AVL,TD,small propane tank blows,O,,
TD-123,11/8/2025,3:54:00 PM,AVL,15,39.762409,-121.622805,AVL,TD,Jack in the Box restaurant building on fire,C,,
TD-123,11/8/2025,3:54:00 PM,AVL,15,39.762244,-121.622885,AVL,TD,commercial building on fire,C,,
TD-014,11/8/2025,4:55:00 PM,AVL,0,39.765405,-121.626297,AVL,TD,Fire all around,O,,
TD-020,11/8/2025,5:00:00 PM,Photo,0,39.760163,-121.647251,Photo,Photo,"all but 3 structures are burned to foundation and
flaming; 2 standing, 1 other well-involved",R,x,
TD-020,11/8/2025,5:00:00 PM,Photo,0,39.760029,-121.646928,Photo,Photo,"structure well involved; landscaping vegetation on fire
or igniting",R,,
TD-014,11/8/2025,5:10:00 PM,AVL,35,39.762229,-121.649664,Radio Log,TD,fire making a hard run out of the canyon,V,,
TD-201,11/8/2025,5:45:00 PM,AVL,40,39.762561,-121.622127,AVL,TD,"downtown commercial buildings are burning or
catching",C,,
TD-020,11/8/2025,5:52:00 PM,Radio Log,59,39.760295,-121.64759,TD,TD,most structures burning on Valley Ridge Dr,R,,
TD-020,11/8/2025,5:52:00 PM,Radio Log,59,39.759942,-121.647294,TD,TD,fire threatening structures,O,,
TD-020,11/8/2025,5:52:00 PM,Radio Log,59,39.759829,-121.647638,TD,TD,"bushes, fences on fire",O,,
TD-123,11/8/2025,6:23:00 PM,AVL,44,39.763283,-121.622533,AVL,TD,fire threatening structures,O,,
TD-044,11/8/2025,7:00:00 PM,TD,60,39.759285,-121.644392,TD,TD,"loose burning vegetation blowing against structure;
embers everywhere now",V,,
TD-044,11/8/2025,7:00:00 PM,TD,180,39.759363,-121.645332,TD,TD,putting out spot fires all over,S,,
TD-044,11/8/2025,7:00:00 PM,TD,180,39.759928,-121.645674,TD,TD,Fence to boat to house ignition,R,,
TD-111,11/8/2025,7:00:00 PM,Inferred,225,39.760085,-121.647534,TD,TD,fire threatening structure,O,,
TD-123,11/8/2025,7:41:00 PM,AVL,10,39.763317,-121.622567,AVL,TD,fire threatening structures,O,,
TD-109,11/8/2025,7:51:00 PM,AVL,103,39.761608,-121.636388,AVL,TD,a lot already on fire,R,,
TD-123,11/8/2025,8:00:00 PM,AVL,26,39.76005,-121.64725,AVL,AVL,fire threatening structures,O,,
TD-123,11/8/2025,8:59:00 PM,AVL,4,39.759167,-121.6475,AVL,TD,burned car in driveway,O,,
TD-030,11/8/2025,9:18:00 PM,AVL,28,39.76015,-121.64725,AVL,"TD, Inferred",fire threatening structures,O,,
TD-122,11/8/2025,9:56:00 PM,AVL,7,39.7627,-121.6223,AVL,TD,fire threatening structures,O,,
TD-044,11/8/2025,10:30:00 PM,TD,0,39.759653,-121.6461,TD,TD,structure ignites from direct flames from wood pile,R,,
TD-044,11/8/2025,10:30:00 PM,TD,0,39.759597,-121.646678,TD,TD,structure ignites,R,,
TD-122,11/8/2025,10:35:00 PM,AVL,31,39.763083,-121.622817,AVL,TD,fire threatening structures,O,,
TD-044,11/8/2025,11:00:00 PM,TD,0,39.759855,-121.645544,TD,TD,sheds and fences burning,O,,
TD-030,11/8/2025,11:27:00 PM,AVL,450,39.76015,-121.64725,AVL,AVL,fire threatening structures,O,,
TD-017,11/8/2025,11:47:00 PM,,80,39.757412,-121.644727,TD,TD,fire threatening homes,O,,
TD-017,11/8/2025,11:47:00 PM,,80,39.756752,-121.643697,TD,TD,fires in the area,O,,
PPD-08,11/8/2025,12:27:00 PM,PPD-08,0,39.721894,-121.674285,Inferred,Radio,fire,O,,
TD-035,11/8/2025,1:00:00 PM,Inferred,60,39.699244,-121.612972,TD,TD,"fire across roadway; fire coming up slope burning over
road",V,,
TD-210,11/8/2025,1:30:00 PM,AVL,0,39.695569,-121.614212,AVL,TD,approximate fire edge,O,,
TD-046,11/8/2025,1:30:00 PM,TD-054,40,39.692996,-121.615581,TD,TD,"see fire and smoke; stopped and turned around, sent
back to Butte College",V,,
TD-121,11/8/2025,2:00:00 PM,Inferred,180,39.701096,-121.580489,TD,TD,"fire spreading south, threatening structures",V,,
TD-132,11/8/2025,2:08:00 PM,Photo,0,39.67963,-121.610502,Photo,Photo,can see fire on ridgetop to east of Clark Rd,V,,
TD-141,11/8/2025,2:08:00 PM,Photo,0,39.683823,-121.607416,Photo,Photo,"southern edge of fire, up on ridge",V,,
